Agiloft,595,2018,1,1,4,"Agiloft  Contract Management supports all enterprise contracts, including supplier, customers, employees, partners, and any other contracts. Agiloft was selected by Roche Diagnostics for its sophisticated access control, the ability to provide a customized experience within a single system, and for its ability to handle sophisticated approval processes and automatically create of a large variety of complex-formatted contract documents across the globe. 
Agiloft won a competitive RFP for San Mateo County, California, for a county-wide system providing contract management for departments with diverse requirements, including Health System, County Counsel, Human Resources, Parks, Public Works, Controller, Court, and many more.
Agiloft has performed complex implementations for University procurement and legal departments. A recent example is an implementation for a large medical University. In this case, multiple campuses and legal entities share a single system, with independent contract types, approval workflows, and document templates. Some users may view and access all contracts and contract documents for all entities, while others have restricted access. Some departments, such as the primary legal department, can approve for multiple entities, while others only approve for their own entity. The system needed to be HIPAA compliant and easy to use, and it included import of existing contracts that were stored in disparate systems and formats.
",4
Agiloft,596,2018,1,1,4,Agiloft has robust/extensible contract level and clause level data models tied into specific domain areas - and ability to link to external knowledge bases and support needs of legal counsel/firms and industry-specific requirements for a variety of verticals. The system comes with large number of  fields based on hundreds of implementations plus the ability to readily configure system with any custom fields without coding to meet customers' exact contract and data requirements.  The system has granular permission-setting capability to the field view level and supports relationships between the fields such as linked field sets,3.5
Agiloft,597,2018,1,1,4,"Contracts and agreements can be created with a single click of an Action Button using uploaded templates. Based on the agreement type, the relevant template can be automatically selected and used, or the contract administrator may select the template to use from a choice list.  Recommended clauses amd compliance language are automatically included in the template. Conditional clauses can be populated in templates based on metadata.",3
Agiloft,598,2018,1,1,4,"Agiloft allows Legal departments to define standard clauses and variations in multiple languages.  Adminstrators can readily manage clauses includes, searching, viewing, creating, modifying, and deleting clauses as well as maintaining versions of modified clauses. 


",3
Agiloft,599,2018,1,1,4,"Agiloft supports modeling, tracking and measuring the most granular performance milestones.  One of the platform's key differentiators is it's deep customizability, so clients can configure it to track (and automate approvals, escalations, sanctions or any other workflow) deliverables to their business policies and procedures, not matter how unique.",3
Agiloft,600,2018,1,1,3,"Agiloft is able to  model any obligations including financial, task adnd performance-based.  Built-in charts, reports, email notifications and alerts provide monitoring, benchmarks of performance and provides automatic notifications of performance against those benchmarks in specific timeframes.",2
Agiloft,601,2018,1,1,4,"Yes, beyond the requirements that are specified, attachments may be uploaded via drag and drop, merged, edited in Word/Excel without downloading the file. Agiloft includes pre-built integration with DocuSign and Adobe Sign. ",3
Agiloft,602,2018,1,1,4,"Agiloft integrates with a number of external systems with real time integration via Web Services/SOAP and REST APIs, scripts, and Open Engine sync. Integrates with all major ERP and CRM systems. In addition, links to documents in external systems can be stored in Agiloft",3
Agiloft,603,2018,1,1,4,"Agiloft can be configured  to define precise access controls for each user group, right down to specific fields within records. In additiona, conditional locking and editing can be specified based on workflow status for example. For instance, TaylorMade, which has over 6,000 global contracts including some with the highest profile golfers in the world requireds the Agiloft system to comply with a unique permissions matrix. The solution needa to silo content based on the individual user’s employment entity and department division. Agiloft created special filters within the architecture to support a list of over 90 divisions. These data points were cross-referenced and stored in the system to ensure the utmost security and compliance.",4
Agiloft,604,2018,1,1,4,"A full audit trail and documentation is automatically created for every contract record or any record in Agiloft documenting changes made by users and by business rules. Users can opt to log higher level interactions such as logins, record views and more. Append-only notes fields are date/time/user stamped. Agiloft's granular permissions control which user groups can view and edit fields and records. Permissions to delete records can be restricted.",3.5
Agiloft,605,2018,1,1,4,"Once a contract is signed, fields and records and documents can be locked. All agiloft contracts include automated red-lining and version control. Users can also compare file versions with document comparison.",3
Agiloft,606,2018,1,1,5,"Agiloft allows clients to model volume discounts, rebates, penalties, formula-based amounts (incentive and performance fees, discounts, tiered pricing), non-price costs, and other complex financial terms.  The capability to readily support complex and custom financial arrangements is a major differentiator especially in the pharma vertical, where tiered pricing, formulary considerations, rebate agreements and government regulations are common.",4
Agiloft,607,2018,1,1,4,"Not only does the Agiloft software allow categorizing by spend/suppliers, the graphical workflow editor allows users to define the exact steps and automatic actions that should be executed at each stage of a contract process, using just a browser, without writing a line of code.",3
Agiloft,608,2018,1,1,4,"Agilot's supports custom risk types, metadata, metadata relationships, together with custom data verification, checks and  alerts to provide sophisticated General Risk modelling and automated actions based upon these risks. Customizing this functionality does not require any coding, just configuration using a browser.",3
Agiloft,609,2018,1,1,4,"As noted in Row 13 above, Agiloft provides unlimited flexibilty in modelling Risks. In addition, it supports real time integration with external data sources through JSON, Python/Perl/JavaBean Scripting, Web Services and REST API's.",3
Agiloft,610,2018,1,1,4,"As noted in Row 13 above, Agiloft provides unlimited flexibilty in modelling entity structures. It also supports the graphical display and interactive exploration of such parent-child relationships.",3
Agiloft,611,2018,1,1,4,Agiloft has the ability to model all statutory and other government compliance requirements. It ensures consistent processes and documentation with a full audit trail and self-documenting workflow engine.,3
Agiloft,612,2018,1,1,4,"As noted in Row 15 above, Agiloft provides unlimited flexibilty in modelling the status of contracts and real time integration with external systems to update their financial/impact status in response to external events.",2
Agiloft,613,2018,1,1,4,Agiloft's CLM and Project/Task Workflow modules work together to map many-to-many contract and project relationships. The system displays project and task-level actions within related contracts and vice versa. The modules are fully integrated so events in one can trigger events in the other.,3
Agiloft,614,2018,1,1,4,"Agiloft has a robust capability to manage and track assets that drive contractual costs. For software licensing, a fully integrated module makes it easy to manage license renewals with automated notifications for upcoming renewal opportunities and workflows that streamline the renewal process. Configurable reports and dashboards provide actionable insight into purchasing trends, renewal rates and revenue forecasts.",4
Agiloft,615,2018,1,1,4,"Agiloft provides notification alerts in multiple ways: Examples include charts and reports on a dashboard, which can be generated on a scheduled with automatic permission filtering based on recipient authorization or ad-hoc basis; emails with hyperlinks; icon or row-coloring/font in table views. Notification can be for any event such as for upcoming or missed  expirations, due dates, risk or compliance events and more. The alerts system is completely customizable to the client's specific circumstances.

",3
Agiloft,616,2018,1,1,3,"Agiloft provides robust capabilities  to manage expiring contracts. Out-of-the-box management tools for upcoming expirations and renewals include charts and reports, email notifications and actions to trigger the creation of renewed contract record. Agiloft's Project/Task Workflow Management functionality can be triggered by contract events such as expiration to launch applicable work streams such as vendor off-boarding.",2.5
Agiloft,617,2018,1,1,4,"Agiloft makes it easy to set status updates to share status and take action. Status updates can be made via drop-down menus, action buttons and automatically based on other actions or rules such as an approaching or past date. Stakeholders and other interested parties can be notified as applicable and permissions-based functionality is provided for viewing and updating to facilitate collaboration.",3
Agiloft,618,2018,1,1,3,"Agiloft allows for quick, flexible searching based on field values, operators, and full text search, with built-in OCR of attached files.  Users can perform an advanced search  on all attributes, financial terms, and clauses (structured data) as well as attachments (unstructured data) across a single contract or multiple contracts
Searches can be built with multiple criteria using logic from the very simple to complex. Frequently used searches can be saved and published to teams of users. Searches can be used as filters for permissions, automation, reports, and more. Full text searching of records and attached files is supported, including built-in OCR for image files.",2
Agiloft,619,2018,1,1,2,"Bulk import capabilities for legacy contracts are built in to the Agiloft system. There are also established processes to ensure data is clean, sorted and data fields in legacy systems are correctly mapped to those in Agiloft.",1.5
